operation_id,timestamp,conteneur_id,type_operation,zone,engin,duree_minutes,operateur,urgence,erreur,completed
OP001056,2026-01-08 16:52:21.506415,CONT002749,DEBARQUEMENT_CAMION,AIRE_DECONSOLIDATION,TRACTEUR_07,25.2,OPE008,False,False,True
OP001057,2026-01-08 11:22:01.508424,CONT004785,DEBARQUEMENT_TRAIN,QUAI_1_FERROVIAIRE,PORTIQUE_01,53.1,OPE013,False,False,True
OP001058,2026-01-08 16:33:47.394960,CONT004655,DEBARQUEMENT_CAMION,ZONE_B_STOCKAGE,GERBEUR_10,19.2,OPE021,False,False,True
OP001059,2026-01-08 19:24:53.549502,CONT002754,DEBARQUEMENT_TRAIN,AIRE_REGROUPEMENT,GERBEUR_04,59.7,OPE015,False,False,True
OP001060,2026-01-08 20:09:18.015609,CONT004367,REGROUPEMENT,AIRE_REGROUPEMENT,GERBEUR_10,69.6,OPE017,False,False,True
OP001061,2026-01-08 12:43:30.722835,CONT004475,DEBARQUEMENT_TRAIN,ZONE_A_STOCKAGE,GERBEUR_06,33.2,OPE012,False,False,True
OP001062,2026-01-08 11:24:58.682803,CONT002660,DEBARQUEMENT_CAMION,AIRE_REGROUPEMENT,GERBEUR_04,10.5,OPE004,False,False,True
OP001063,2026-01-08 11:03:56.626654,CONT000914,TRANSFERT_ZONE,QUAI_2_ROUTIER,GERBEUR_04,11.4,OPE009,False,False,True
OP001064,2026-01-08 13:43:04.636242,CONT004599,TRANSFERT_ZONE,ZONE_B_STOCKAGE,GERBEUR_04,15.9,OPE025,False,False,True
OP001065,2026-01-08 14:54:23.847702,CONT004784,TRANSFERT_ZONE,QUAI_3_FLUVIAL,GERBEUR_01,14.4,OPE016,False,False,True
OP001066,2026-01-08 16:43:11.679051,CONT003346,CHARGEMENT_CAMION,QUAI_2_ROUTIER,GERBEUR_01,44.4,OPE016,False,False,True
OP001067,2026-01-08 16:07:19.988171,CONT004104,TRANSFERT_ZONE,QUAI_1_FERROVIAIRE,PORTIQUE_03,7.1,OPE002,False,False,True
OP001068,2026-01-08 14:16:33.621925,CONT000433,DEBARQUEMENT_TRAIN,ZONE_C_DANGEREUX,GERBEUR_02,40.2,OPE009,False,False,True
OP001069,2026-01-08 15:21:23.826590,CONT001885,CHARGEMENT_CAMION,QUAI_1_FERROVIAIRE,GERBEUR_01,17.1,OPE010,False,False,True
OP001070,2026-01-08 06:00:00.536531,CONT003371,TRANSFERT_ZONE,ZONE_A_STOCKAGE,GERBEUR_09,10.8,OPE022,False,False,True
OP001071,2026-01-08 16:10:08.855622,CONT004927,CHARGEMENT_CAMION,AIRE_DECONSOLIDATION,GERBEUR_10,24.7,OPE022,False,False,True
OP001072,2026-01-08 10:29:24.999985,CONT002237,DEBARQUEMENT_CAMION,QUAI_3_FLUVIAL,PORTIQUE_02,26.1,OPE005,False,False,True
OP001073,2026-01-08 06:14:45.689482,CONT001522,DEBARQUEMENT_CAMION,ZONE_B_STOCKAGE,GERBEUR_10,24.2,OPE008,False,False,True
OP001074,2026-01-08 16:46:29.578089,CONT000446,TRANSFERT_ZONE,ZONE_B_STOCKAGE,PORTIQUE_01,10.1,OPE007,False,False,True
OP001075,2026-01-08 11:20:29.649776,CONT001148,DEBARQUEMENT_TRAIN,QUAI_1_FERROVIAIRE,GERBEUR_11,29.1,OPE013,False,False,True
OP001076,2026-01-08 16:59:56.683659,CONT002745,TRANSFERT_ZONE,QUAI_3_FLUVIAL,TRACTEUR_05,11.5,OPE025,False,False,False
OP001077,2026-01-08 11:21:03.671438,CONT001478,INSPECTION_DOUANE,QUAI_1_FERROVIAIRE,GERBEUR_04,43.9,OPE022,False,False,True
OP001078,2026-01-08 11:29:29.772934,CONT001136,TRANSFERT_ZONE,ZONE_C_DANGEREUX,GERBEUR_10,9.5,OPE020,False,False,True
OP001079,2026-01-08 08:00:24.955263,CONT000112,DECONSOLIDATION,ZONE_B_STOCKAGE,PORTIQUE_03,190.2,OPE004,False,False,True
OP001080,2026-01-08 16:51:56.574723,CONT004759,DEBARQUEMENT_TRAIN,AIRE_REGROUPEMENT,PORTIQUE_02,36.7,OPE011,False,False,True
OP001081,2026-01-08 17:50:24.766329,CONT001408,DEBARQUEMENT_CAMION,ZONE_B_STOCKAGE,GERBEUR_10,22.1,OPE002,False,False,True
OP001082,2026-01-08 17:14:53.967226,CONT004066,DEBARQUEMENT_TRAIN,AIRE_REGROUPEMENT,PORTIQUE_04,50.7,OPE024,False,False,True
OP001083,2026-01-08 15:51:35.734533,CONT000990,DEBARQUEMENT_CAMION,ZONE_C_DANGEREUX,GERBEUR_05,21.6,OPE017,False,False,True
OP001084,2026-01-08 13:01:38.872569,CONT001766,CHARGEMENT_CAMION,ZONE_B_STOCKAGE,GERBEUR_01,23.4,OPE013,False,False,True
OP001085,2026-01-08 14:07:47.032504,CONT000668,DEBARQUEMENT_TRAIN,ZONE_B_STOCKAGE,GERBEUR_02,35.4,OPE009,False,False,True
OP001086,2026-01-08 12:43:08.783451,CONT003954,DEBARQUEMENT_CAMION,AIRE_DECONSOLIDATION,GERBEUR_06,9.7,OPE022,False,False,True
OP001087,2026-01-08 20:59:20.635672,CONT002025,DEBARQUEMENT_TRAIN,QUAI_2_ROUTIER,PORTIQUE_04,50.6,OPE022,False,False,True
OP001088,2026-01-08 11:51:37.049370,CONT004449,TRANSFERT_ZONE,ZONE_B_STOCKAGE,TRACTEUR_05,14.6,OPE018,False,False,True
OP001089,2026-01-08 06:00:00.040457,CONT000240,INSPECTION_DOUANE,ZONE_A_STOCKAGE,GERBEUR_08,45.4,OPE001,False,False,True
OP001090,2026-01-08 17:05:37.908951,CONT003284,REGROUPEMENT,QUAI_1_FERROVIAIRE,GERBEUR_12,128.4,OPE007,False,False,True
OP001091,2026-01-08 19:12:55.149576,CONT002578,CHARGEMENT_CAMION,QUAI_2_ROUTIER,GERBEUR_03,22.4,OPE024,False,False,True
OP001092,2026-01-08 12:00:02.332647,CONT003831,CHARGEMENT_CAMION,QUAI_3_FLUVIAL,GERBEUR_07,30.6,OPE024,False,False,True
OP001093,2026-01-08 09:44:31.328426,CONT004107,DEBARQUEMENT_TRAIN,ZONE_A_STOCKAGE,PORTIQUE_01,51.6,OPE015,False,False,True
OP001094,2026-01-08 18:19:11.640768,CONT000627,DECONSOLIDATION,AIRE_DECONSOLIDATION,GERBEUR_11,84.7,OPE022,False,False,True
OP001095,2026-01-08 17:51:01.890423,CONT003122,DEBARQUEMENT_CAMION,QUAI_2_ROUTIER,GERBEUR_02,23.6,OPE022,False,False,True
OP001096,2026-01-08 06:18:05.879456,CONT000829,DEBARQUEMENT_TRAIN,QUAI_1_FERROVIAIRE,PORTIQUE_04,51.1,OPE021,False,False,True
OP001097,2026-01-08 22:00:00.682198,CONT001631,CHARGEMENT_CAMION,ZONE_C_DANGEREUX,GERBEUR_07,21.7,OPE012,False,False,True
OP001098,2026-01-08 16:31:43.794707,CONT002399,TRANSFERT_ZONE,AIRE_REGROUPEMENT,GERBEUR_10,19.0,OPE008,False,False,True
OP001099,2026-01-08 17:48:37.768613,CONT004561,DEBARQUEMENT_CAMION,QUAI_2_ROUTIER,TRACTEUR_05,22.7,OPE010,False,False,True
OP001100,2026-01-08 12:23:22.426960,CONT002265,DEBARQUEMENT_CAMION,ZONE_C_DANGEREUX,PORTIQUE_02,29.5,OPE016,False,False,True
OP001101,2026-01-08 15:23:35.920077,CONT001379,TRANSFERT_ZONE,AIRE_REGROUPEMENT,GERBEUR_11,16.4,OPE002,False,False,True
OP001102,2026-01-08 12:50:56.444772,CONT003895,CHARGEMENT_CAMION,ZONE_C_DANGEREUX,PORTIQUE_03,33.1,OPE015,False,False,True
OP001103,2026-01-08 06:00:13.047762,CONT003634,TRANSFERT_ZONE,ZONE_C_DANGEREUX,PORTIQUE_02,22.8,OPE007,False,False,False
OP001104,2026-01-08 21:40:33.422122,CONT004497,INSPECTION_DOUANE,AIRE_DECONSOLIDATION,TRACTEUR_07,56.8,OPE025,False,False,True
OP001105,2026-01-08 11:39:18.395200,CONT003622,CHARGEMENT_CAMION,QUAI_3_FLUVIAL,TRACTEUR_05,16.6,OPE009,False,False,True
OP001106,2026-01-08 13:33:45.464973,CONT002012,CHARGEMENT_CAMION,ZONE_C_DANGEREUX,GERBEUR_12,28.0,OPE018,False,False,True
OP001107,2026-01-08 10:09:54.081287,CONT003794,REGROUPEMENT,QUAI_2_ROUTIER,GERBEUR_01,135.5,OPE001,False,False,True
OP001108,2026-01-08 14:07:55.370432,CONT002623,TRANSFERT_ZONE,AIRE_REGROUPEMENT,TRACTEUR_04,19.9,OPE002,False,False,True
OP001109,2026-01-08 14:35:44.822007,CONT000594,TRANSFERT_ZONE,AIRE_DECONSOLIDATION,GERBEUR_06,13.3,OPE010,False,False,True
OP001110,2026-01-08 09:07:07.138864,CONT002195,DECONSOLIDATION,AIRE_DECONSOLIDATION,PORTIQUE_03,101.6,OPE011,False,False,True
OP001111,2026-01-08 21:29:39.360893,CONT000670,DEBARQUEMENT_TRAIN,AIRE_DECONSOLIDATION,PORTIQUE_01,36.1,OPE024,False,False,True
OP001112,2026-01-09 19:53:33.635335,CONT001427,DEBARQUEMENT_TRAIN,ZONE_C_DANGEREUX,GERBEUR_09,28.9,OPE017,False,False,True
OP001113,2026-01-09 16:54:46.656131,CONT003348,DEBARQUEMENT_CAMION,AIRE_DECONSOLIDATION,GERBEUR_07,19.0,OPE008,False,False,True
OP001114,2026-01-09 13:21:18.879551,CONT001843,TRANSFERT_ZONE,ZONE_A_STOCKAGE,GERBEUR_04,12.6,OPE011,False,False,True
OP001115,2026-01-09 12:36:17.585619,CONT001667,DEBARQUEMENT_CAMION,AIRE_DECONSOLIDATION,GERBEUR_05,19.5,OPE022,False,False,True
OP001116,2026-01-09 20:15:00.392239,CONT001368,CHARGEMENT_CAMION,QUAI_2_ROUTIER,GERBEUR_12,22.2,OPE007,False,False,True
OP001117,2026-01-09 11:10:21.393823,CONT002192,CHARGEMENT_CAMION,QUAI_1_FERROVIAIRE,TRACTEUR_07,18.5,OPE018,False,False,True
OP001118,2026-01-09 11:13:34.949700,CONT003876,CHARGEMENT_CAMION,ZONE_A_STOCKAGE,GERBEUR_09,44.3,OPE020,False,False,True
OP001119,2026-01-09 08:12:33.546283,CONT002075,REGROUPEMENT,QUAI_1_FERROVIAIRE,TRACTEUR_07,54.8,OPE004,False,False,True
OP001120,2026-01-09 16:38:24.170093,CONT002107,TRANSFERT_ZONE,ZONE_B_STOCKAGE,GERBEUR_05,12.2,OPE020,False,False,True
OP001121,2026-01-09 17:09:19.765945,CONT002320,CHARGEMENT_CAMION,AIRE_REGROUPEMENT,GERBEUR_08,33.9,OPE015,False,False,True
OP001122,2026-01-09 07:33:11.081457,CONT002459,DEBARQUEMENT_TRAIN,QUAI_1_FERROVIAIRE,GERBEUR_08,48.6,OPE012,False,False,False
OP001123,2026-01-09 15:48:05.598564,CONT004923,TRANSFERT_ZONE,AIRE_DECONSOLIDATION,TRACTEUR_01,12.4,OPE009,False,False,True
OP001124,2026-01-09 12:47:11.436547,CONT000493,CHARGEMENT_CAMION,AIRE_REGROUPEMENT,TRACTEUR_05,15.0,OPE021,False,False,True
OP001125,2026-01-09 16:32:03.901754,CONT003577,DEBARQUEMENT_TRAIN,AIRE_DECONSOLIDATION,GERBEUR_01,49.9,OPE013,False,False,True
OP001126,2026-01-09 20:07:11.965813,CONT002735,INSPECTION_DOUANE,ZONE_B_STOCKAGE,PORTIQUE_03,67.4,OPE002,False,False,True
OP001127,2026-01-09 14:20:28.728639,CONT000625,INSPECTION_DOUANE,QUAI_1_FERROVIAIRE,GERBEUR_12,36.5,OPE012,False,False,True
OP001128,2026-01-09 11:02:58.688796,CONT002646,INSPECTION_DOUANE,ZONE_A_STOCKAGE,GERBEUR_12,24.2,OPE017,False,False,True
OP001129,2026-01-09 13:00:04.277557,CONT003275,DEBARQUEMENT_TRAIN,QUAI_3_FLUVIAL,PORTIQUE_04,43.4,OPE014,False,False,True
OP001130,2026-01-09 09:57:31.861194,CONT003022,REGROUPEMENT,AIRE_DECONSOLIDATION,TRACTEUR_04,107.0,OPE011,False,False,True
OP001131,2026-01-09 06:00:00.417189,CONT002012,CHARGEMENT_CAMION,ZONE_B_STOCKAGE,GERBEUR_07,34.5,OPE023,False,False,True
OP001132,2026-01-09 12:08:58.751323,CONT002299,DEBARQUEMENT_TRAIN,QUAI_2_ROUTIER,GERBEUR_09,63.7,OPE012,False,False,True
OP001133,2026-01-09 13:14:59.620292,CONT000192,DEBARQUEMENT_TRAIN,QUAI_1_FERROVIAIRE,PORTIQUE_02,55.0,OPE004,False,False,True
OP001134,2026-01-09 22:00:00.192265,CONT003250,CHARGEMENT_CAMION,QUAI_2_ROUTIER,GERBEUR_01,28.4,OPE017,False,False,True
OP001135,2026-01-09 16:23:52.055447,CONT001734,TRANSFERT_ZONE,ZONE_B_STOCKAGE,PORTIQUE_01,20.3,OPE025,False,False,True
OP001136,2026-01-09 16:00:23.947461,CONT001498,CHARGEMENT_CAMION,ZONE_A_STOCKAGE,TRACTEUR_02,24.3,OPE020,True,True,True
OP001137,2026-01-09 07:01:30.057206,CONT002444,TRANSFERT_ZONE,QUAI_1_FERROVIAIRE,GERBEUR_05,18.5,OPE016,False,False,True
OP001138,2026-01-09 12:53:08.090190,CONT001510,CHARGEMENT_CAMION,QUAI_1_FERROVIAIRE,PORTIQUE_02,35.5,OPE023,False,False,True
OP001139,2026-01-09 20:14:38.590047,CONT002730,DEBARQUEMENT_TRAIN,AIRE_DECONSOLIDATION,TRACTEUR_06,53.3,OPE004,False,False,True
OP001140,2026-01-09 07:02:32.508277,CONT000643,INSPECTION_DOUANE,ZONE_B_STOCKAGE,GERBEUR_06,88.4,OPE021,False,False,True
OP001141,2026-01-09 07:33:10.844851,CONT000214,DEBARQUEMENT_TRAIN,ZONE_C_DANGEREUX,GERBEUR_11,46.6,OPE016,False,False,True
OP001142,2026-01-09 18:08:11.439627,CONT000486,DEBARQUEMENT_TRAIN,ZONE_B_STOCKAGE,GERBEUR_11,42.0,OPE009,False,False,True
OP001143,2026-01-09 15:11:26.021201,CONT004724,DEBARQUEMENT_TRAIN,AIRE_DECONSOLIDATION,TRACTEUR_03,42.9,OPE017,False,False,True
OP001144,2026-01-09 09:02:10.703891,CONT002547,TRANSFERT_ZONE,AIRE_DECONSOLIDATION,TRACTEUR_06,17.8,OPE006,False,False,True
OP001145,2026-01-09 10:41:20.398958,CONT001299,DEBARQUEMENT_CAMION,ZONE_C_DANGEREUX,TRACTEUR_03,18.3,OPE012,False,False,True
OP001146,2026-01-09 18:34:50.133617,CONT003667,TRANSFERT_ZONE,AIRE_DECONSOLIDATION,TRACTEUR_05,20.8,OPE024,False,False,True
OP001147,2026-01-09 22:00:00.450997,CONT004481,TRANSFERT_ZONE,ZONE_A_STOCKAGE,PORTIQUE_04,15.2,OPE024,False,False,True
OP001148,2026-01-09 18:15:41.613861,CONT001861,DEBARQUEMENT_CAMION,ZONE_B_STOCKAGE,GERBEUR_08,29.2,OPE010,False,False,True
OP001149,2026-01-09 12:19:21.935537,CONT002326,CHARGEMENT_CAMION,QUAI_1_FERROVIAIRE,GERBEUR_08,21.0,OPE006,False,False,True
OP001150,2026-01-09 14:29:11.667256,CONT000121,DEBARQUEMENT_CAMION,QUAI_3_FLUVIAL,TRACTEUR_04,21.4,OPE019,False,False,True
OP001151,2026-01-09 12:05:14.489676,CONT001113,DECONSOLIDATION,AIRE_DECONSOLIDATION,GERBEUR_01,110.9,OPE024,False,False,True
OP001152,2026-01-09 12:59:46.800002,CONT003875,CHARGEMENT_CAMION,QUAI_1_FERROVIAIRE,TRACTEUR_04,36.2,OPE016,False,False,True
OP001153,2026-01-09 16:44:58.852145,CONT001606,INSPECTION_DOUANE,QUAI_2_ROUTIER,TRACTEUR_06,88.8,OPE010,False,False,True
OP001154,2026-01-09 13:07:36.272653,CONT000737,CHARGEMENT_CAMION,QUAI_1_FERROVIAIRE,GERBEUR_11,20.9,OPE001,False,False,True
OP001155,2026-01-09 14:07:15.557182,CONT000495,CHARGEMENT_CAMION,ZONE_C_DANGEREUX,GERBEUR_04,8.4,OPE020,False,False,True
OP001156,2026-01-09 06:00:00.964349,CONT004795,TRANSFERT_ZONE,QUAI_2_ROUTIER,GERBEUR_02,10.7,OPE014,False,False,True
OP001157,2026-01-09 20:36:40.997679,CONT002775,DEBARQUEMENT_TRAIN,AIRE_REGROUPEMENT,GERBEUR_04,56.1,OPE012,False,False,True
OP001158,2026-01-09 12:45:40.327409,CONT001339,DEBARQUEMENT_TRAIN,AIRE_DECONSOLIDATION,PORTIQUE_04,39.8,OPE009,False,False,True
OP001159,2026-01-09 15:23:04.713919,CONT004174,TRANSFERT_ZONE,AIRE_REGROUPEMENT,GERBEUR_11,11.1,OPE002,False,False,True
OP001160,2026-01-09 11:36:20.179485,CONT004028,CHARGEMENT_CAMION,AIRE_DECONSOLIDATION,GERBEUR_09,22.8,OPE011,False,False,True
OP001161,2026-01-09 14:14:01.284349,CONT000921,TRANSFERT_ZONE,QUAI_1_FERROVIAIRE,PORTIQUE_04,15.4,OPE014,False,False,True
OP001162,2026-01-09 18:04:36.251269,CONT000373,CHARGEMENT_CAMION,QUAI_3_FLUVIAL,GERBEUR_08,25.7,OPE022,False,False,True
OP001163,2026-01-09 14:55:06.042767,CONT002366,CHARGEMENT_CAMION,AIRE_REGROUPEMENT,GERBEUR_09,23.1,OPE014,False,False,True
OP001164,2026-01-09 20:06:06.819351,CONT000226,CHARGEMENT_CAMION,ZONE_B_STOCKAGE,TRACTEUR_01,37.4,OPE016,False,False,True
OP001165,2026-01-09 17:35:32.644914,CONT001904,DECONSOLIDATION,ZONE_A_STOCKAGE,GERBEUR_11,142.4,OPE009,False,False,True
OP001166,2026-01-09 19:36:45.158284,CONT000244,TRANSFERT_ZONE,ZONE_A_STOCKAGE,TRACTEUR_03,17.1,OPE009,False,False,True
OP001167,2026-01-09 10:33:42.273135,CONT004830,DEBARQUEMENT_CAMION,AIRE_REGROUPEMENT,GERBEUR_09,12.3,OPE020,True,False,True
OP001168,2026-01-09 10:04:43.592028,CONT002933,DEBARQUEMENT_TRAIN,QUAI_3_FLUVIAL,GERBEUR_04,44.3,OPE001,False,False,True
OP001169,2026-01-09 20:53:12.521416,CONT002834,INSPECTION_DOUANE,AIRE_DECONSOLIDATION,GERBEUR_03,54.5,OPE006,False,False,True
OP001170,2026-01-09 08:15:25.833783,CONT003578,CHARGEMENT_CAMION,QUAI_2_ROUTIER,TRACTEUR_03,46.1,OPE005,False,False,True
OP001171,2026-01-09 12:27:05.577498,CONT004859,INSPECTION_DOUANE,AIRE_REGROUPEMENT,TRACTEUR_02,53.3,OPE002,False,False,True
OP001172,2026-01-09 19:49:01.492128,CONT004667,TRANSFERT_ZONE,AIRE_REGROUPEMENT,TRACTEUR_02,14.1,OPE015,False,False,True
OP001173,2026-01-09 14:11:18.455662,CONT003562,CHARGEMENT_CAMION,QUAI_3_FLUVIAL,PORTIQUE_02,13.8,OPE010,False,False,True
OP001174,2026-01-09 19:09:34.436466,CONT002290,MAINTENANCE,QUAI_2_ROUTIER,PORTIQUE_02,76.2,OPE005,False,False,True
OP001175,2026-01-09 13:09:33.181730,CONT000558,CHARGEMENT_CAMION,ZONE_B_STOCKAGE,GERBEUR_09,22.1,OPE012,True,False,True
OP001176,2026-01-09 14:03:09.556655,CONT003003,DECONSOLIDATION,AIRE_DECONSOLIDATION,GERBEUR_03,187.3,OPE001,False,False,True
OP001177,2026-01-09 13:45:22.741990,CONT001448,DEBARQUEMENT_CAMION,ZONE_C_DANGEREUX,TRACTEUR_05,28.2,OPE024,False,False,True
OP001178,2026-01-09 13:28:04.041602,CONT001325,DECONSOLIDATION,QUAI_3_FLUVIAL,GERBEUR_12,122.8,OPE022,False,False,True
OP001179,2026-01-09 17:11:48.773726,CONT000388,MAINTENANCE,ZONE_B_STOCKAGE,GERBEUR_11,196.4,OPE010,False,False,True
OP001180,2026-01-09 10:22:38.282434,CONT002131,DEBARQUEMENT_TRAIN,ZONE_B_STOCKAGE,GERBEUR_10,45.4,OPE019,False,False,True
OP001181,2026-01-09 11:14:52.695064,CONT001408,INSPECTION_DOUANE,QUAI_1_FERROVIAIRE,TRACTEUR_02,53.9,OPE009,False,False,True
OP001182,2026-01-09 10:30:45.945278,CONT001547,DEBARQUEMENT_CAMION,QUAI_2_ROUTIER,GERBEUR_01,23.8,OPE008,False,False,True
OP001183,2026-01-09 11:06:22.278614,CONT002046,DEBARQUEMENT_CAMION,AIRE_REGROUPEMENT,GERBEUR_10,5.0,OPE008,False,False,True
OP001184,2026-01-09 19:52:31.952174,CONT000505,INSPECTION_DOUANE,ZONE_B_STOCKAGE,TRACTEUR_05,58.7,OPE020,False,False,True
OP001185,2026-01-09 07:25:36.044954,CONT004624,DEBARQUEMENT_TRAIN,ZONE_C_DANGEREUX,GERBEUR_04,41.4,OPE010,False,False,True
OP001186,2026-01-09 10:05:23.687772,CONT001845,CHARGEMENT_CAMION,QUAI_3_FLUVIAL,TRACTEUR_04,15.3,OPE006,False,False,True
OP001187,2026-01-09 08:53:47.325686,CONT000315,DEBARQUEMENT_TRAIN,QUAI_3_FLUVIAL,GERBEUR_02,53.7,OPE011,False,False,True
OP001188,2026-01-09 17:59:39.304705,CONT003011,DEBARQUEMENT_CAMION,QUAI_2_ROUTIER,GERBEUR_01,17.5,OPE025,False,False,True
OP001189,2026-01-09 14:01:00.925164,CONT002308,CHARGEMENT_CAMION,QUAI_1_FERROVIAIRE,TRACTEUR_04,29.3,OPE008,False,False,True
OP001190,2026-01-09 16:25:22.696603,CONT001739,DEBARQUEMENT_CAMION,AIRE_REGROUPEMENT,TRACTEUR_05,13.3,OPE008,False,False,True
OP001191,2026-01-09 19:43:08.986368,CONT001826,TRANSFERT_ZONE,ZONE_A_STOCKAGE,GERBEUR_09,17.9,OPE008,False,False,True
OP001192,2026-01-09 06:00:00.309335,CONT001208,DEBARQUEMENT_CAMION,QUAI_1_FERROVIAIRE,TRACTEUR_05,24.9,OPE008,False,False,True
OP001193,2026-01-09 09:47:03.862548,CONT003332,CHARGEMENT_CAMION,AIRE_DECONSOLIDATION,GERBEUR_07,27.7,OPE005,False,False,True
OP001194,2026-01-09 09:09:09.495879,CONT004582,DEBARQUEMENT_TRAIN,AIRE_DECONSOLIDATION,GERBEUR_11,31.7,OPE006,False,False,True
OP001195,2026-01-09 12:51:01.400924,CONT003500,CHARGEMENT_CAMION,QUAI_3_FLUVIAL,GERBEUR_05,22.7,OPE023,False,False,True
OP001196,2026-01-09 13:23:31.475432,CONT001496,CHARGEMENT_CAMION,ZONE_C_DANGEREUX,GERBEUR_04,26.6,OPE015,False,False,True
OP001197,2026-01-09 18:05:50.803741,CONT002049,DEBARQUEMENT_TRAIN,AIRE_DECONSOLIDATION,TRACTEUR_02,38.3,OPE007,False,False,True
OP001198,2026-01-09 11:41:01.743012,CONT003505,MAINTENANCE,QUAI_1_FERROVIAIRE,GERBEUR_02,152.7,OPE024,False,False,True
OP001199,2026-01-09 09:39:06.937586,CONT004044,CHARGEMENT_CAMION,AIRE_REGROUPEMENT,GERBEUR_10,26.7,OPE005,False,False,True
OP001200,2026-01-09 13:55:03.214333,CONT001860,TRANSFERT_ZONE,ZONE_A_STOCKAGE,GERBEUR_03,22.2,OPE016,False,False,True
OP001201,2026-01-09 16:28:16.533159,CONT003686,CHARGEMENT_CAMION,ZONE_B_STOCKAGE,PORTIQUE_04,9.5,OPE016,False,False,True
OP001202,2026-01-09 18:11:54.137712,CONT003068,DEBARQUEMENT_TRAIN,QUAI_2_ROUTIER,GERBEUR_04,31.8,OPE005,False,False,True
OP001203,2026-01-09 18:08:32.742138,CONT000622,DEBARQUEMENT_TRAIN,QUAI_2_ROUTIER,GERBEUR_04,48.4,OPE010,False,False,True
OP001204,2026-01-09 18:40:52.957609,CONT003442,DEBARQUEMENT_CAMION,AIRE_DECONSOLIDATION,TRACTEUR_01,8.8,OPE002,False,False,True
OP001205,2026-01-09 14:32:24.662989,CONT004793,REGROUPEMENT,ZONE_B_STOCKAGE,GERBEUR_11,113.5,OPE006,False,False,True
OP001206,2026-01-09 15:58:50.061354,CONT002430,DEBARQUEMENT_TRAIN,ZONE_C_DANGEREUX,GERBEUR_08,39.5,OPE008,False,False,True
OP001207,2026-01-09 15:22:24.285432,CONT000386,CHARGEMENT_CAMION,AIRE_REGROUPEMENT,GERBEUR_07,31.0,OPE022,False,False,True
OP001208,2026-01-09 15:59:42.437520,CONT002243,TRANSFERT_ZONE,ZONE_B_STOCKAGE,TRACTEUR_07,12.6,OPE011,False,False,True
OP001209,2026-01-09 10:43:38.991150,CONT000329,INSPECTION_DOUANE,ZONE_B_STOCKAGE,GERBEUR_01,19.3,OPE025,False,False,True
OP001210,2026-01-09 11:21:27.176505,CONT001865,DECONSOLIDATION,QUAI_2_ROUTIER,TRACTEUR_03,112.2,OPE021,False,False,True
OP001211,2026-01-09 07:39:51.885927,CONT004515,DEBARQUEMENT_TRAIN,AIRE_REGROUPEMENT,TRACTEUR_05,33.2,OPE019,False,False,True
OP001212,2026-01-09 13:15:55.667587,CONT001100,TRANSFERT_ZONE,AIRE_DECONSOLIDATION,GERBEUR_11,16.3,OPE014,False,False,True
OP001213,2026-01-09 12:42:00.407458,CONT000949,TRANSFERT_ZONE,ZONE_B_STOCKAGE,GERBEUR_12,21.0,OPE021,False,False,True
OP001214,2026-01-09 19:50:47.446013,CONT001476,CHARGEMENT_CAMION,ZONE_B_STOCKAGE,GERBEUR_06,17.4,OPE022,False,False,True
OP001215,2026-01-09 12:30:29.863981,CONT002917,INSPECTION_DOUANE,ZONE_A_STOCKAGE,PORTIQUE_01,37.1,OPE020,False,False,True
OP001216,2026-01-09 15:34:12.266579,CONT000682,DEBARQUEMENT_CAMION,ZONE_A_STOCKAGE,GERBEUR_01,17.8,OPE009,False,False,True
OP001217,2026-01-09 19:44:34.339631,CONT003679,CHARGEMENT_CAMION,QUAI_3_FLUVIAL,GERBEUR_02,15.5,OPE016,False,False,True
OP001218,2026-01-09 19:06:49.971072,CONT000274,CHARGEMENT_CAMION,ZONE_C_DANGEREUX,GERBEUR_03,18.3,OPE023,False,False,True
OP001219,2026-01-09 16:14:29.682848,CONT004851,INSPECTION_DOUANE,QUAI_1_FERROVIAIRE,TRACTEUR_07,49.1,OPE018,False,False,True
OP001220,2026-01-09 22:00:00.088177,CONT003330,TRANSFERT_ZONE,AIRE_DECONSOLIDATION,GERBEUR_11,13.5,OPE024,False,False,True
OP001221,2026-01-09 06:00:00.865392,CONT002415,MAINTENANCE,ZONE_B_STOCKAGE,GERBEUR_09,193.4,OPE001,False,False,True
OP001222,2026-01-09 15:08:43.247672,CONT004864,DECONSOLIDATION,QUAI_2_ROUTIER,GERBEUR_09,87.4,OPE022,False,False,True
OP001223,2026-01-09 16:54:21.113124,CONT002451,CHARGEMENT_CAMION,AIRE_DECONSOLIDATION,TRACTEUR_04,27.9,OPE003,False,False,True
OP001224,2026-01-09 16:49:30.866255,CONT001434,CHARGEMENT_CAMION,AIRE_DECONSOLIDATION,GERBEUR_04,21.3,OPE024,False,False,True
OP001225,2026-01-09 10:56:11.073953,CONT002284,TRANSFERT_ZONE,ZONE_B_STOCKAGE,PORTIQUE_02,17.3,OPE019,False,False,True
OP001226,2026-01-09 07:13:42.735856,CONT004113,DEBARQUEMENT_CAMION,ZONE_A_STOCKAGE,PORTIQUE_02,22.5,OPE009,False,False,True
OP001227,2026-01-09 16:35:14.270794,CONT003895,DEBARQUEMENT_TRAIN,AIRE_DECONSOLIDATION,GERBEUR_01,66.4,OPE013,False,False,True
