conteneur_id,taille,type,client_proprietaire,client_locataire,poids_brut_kg,statut_douane
CONT000818,"20""",DRY,CLIENT010,,16070.667540329445,LIBERE
CONT000819,"20""",DRY,CLIENT006,CLIENT041,11713.607258732782,LIBERE
CONT000820,"40""",DRY,CLIENT018,,6671.260999600645,EN_ATTENTE
CONT000821,"20""",DRY,CLIENT048,CLIENT012,33694.25675926666,LIBERE
CONT000822,"40""",OPENTOP,CLIENT032,,11036.271701646265,EN_ATTENTE
CONT000823,"20""",DRY,CLIENT024,,23605.583029246216,LIBERE
CONT000824,"40""",REEFER,CLIENT018,,14535.473913552965,LIBERE
CONT000825,"40""",OPENTOP,CLIENT021,,14854.34783117426,LIBERE
CONT000826,"20""",DRY,CLIENT040,,23167.464898159742,LIBERE
CONT000827,"20""",DRY,CLIENT050,,34520.68294786503,LIBERE
CONT000828,"40""",DRY,CLIENT003,,16877.87674608619,LIBERE
CONT000829,"20""",REEFER,CLIENT012,,26083.877818813147,LIBERE
CONT000830,"20""",DRY,CLIENT018,,19513.48736183578,LIBERE
CONT000831,"40""",DRY,CLIENT048,,19475.6860346874,LIBERE
CONT000832,"40""",DRY,CLIENT011,,26102.707135069333,LIBERE
CONT000833,"40""",OPENTOP,CLIENT035,,10406.357116177205,LIBERE
CONT000834,"20""",DRY,CLIENT020,,27419.3832559402,EN_ATTENTE
CONT000835,"20""",DRY,CLIENT028,CLIENT027,13604.45200903773,LIBERE
CONT000836,"20""",DRY,CLIENT038,CLIENT038,15686.941507467185,LIBERE
CONT000837,"20""",DRY,CLIENT010,CLIENT027,20317.46812605202,LIBERE
CONT000838,"45""",DRY,CLIENT039,,21661.10221765557,LIBERE
CONT000839,"40""",DRY,CLIENT026,,11262.475786373827,LIBERE
CONT000840,"45""",OPENTOP,CLIENT017,,10500.809471545108,LIBERE
CONT000841,"40""",DRY,CLIENT038,CLIENT037,12423.77142026239,LIBERE
CONT000842,"45""",DRY,CLIENT002,,5608.300560578398,LIBERE
CONT000843,"20""",DRY,CLIENT015,,5747.661181504234,EN_ATTENTE
CONT000844,"20""",DRY,CLIENT013,,33623.48324880554,LIBERE
CONT000845,"20""",DRY,CLIENT044,,22150.835358806205,LIBERE
CONT000846,"20""",DRY,CLIENT042,,26647.543677865047,LIBERE
CONT000847,"40""",DRY,CLIENT042,,22323.324564918883,LIBERE
CONT000848,"20""",REEFER,CLIENT007,,26792.2680910481,LIBERE
CONT000849,"45""",DRY,CLIENT045,,12294.202618616833,LIBERE
CONT000850,"20""",DRY,CLIENT003,CLIENT036,15887.615345589043,LIBERE
CONT000851,"45""",REEFER,CLIENT027,CLIENT001,11651.312870634125,LIBERE
CONT000852,"40""",DRY,CLIENT018,,12644.13954951158,EN_ATTENTE
CONT000853,"45""",OPENTOP,CLIENT020,,20553.79585885838,LIBERE
CONT000854,"45""",DRY,CLIENT023,CLIENT023,14865.90167471326,LIBERE
CONT000855,"40""",DRY,CLIENT046,,21980.09687015385,LIBERE
CONT000856,"20""",DRY,CLIENT041,,11311.354033918959,EN_ATTENTE
CONT000857,"45""",DRY,CLIENT042,CLIENT029,28202.39897600412,LIBERE
CONT000858,"20""",DRY,CLIENT041,,24047.484470010942,LIBERE
CONT000859,"20""",TANK,CLIENT020,,25426.047248169507,LIBERE
CONT000860,"40""",REEFER,CLIENT019,,10044.320145496384,LIBERE
CONT000861,"40""",DRY,CLIENT010,,20255.417395875815,LIBERE
CONT000862,"40""",OPENTOP,CLIENT028,,33736.81598957779,EN_ATTENTE
CONT000863,"20""",REEFER,CLIENT044,,20877.429192361633,LIBERE
CONT000864,"20""",DRY,CLIENT033,,21957.0513838015,EN_ATTENTE
CONT000865,"20""",REEFER,CLIENT035,,6538.190098354448,LIBERE
CONT000866,"20""",DRY,CLIENT044,,26350.28679195711,LIBERE
CONT000867,"20""",DRY,CLIENT037,,14734.088166524165,LIBERE
CONT000868,"40""",REEFER,CLIENT001,,12317.261373814441,EN_ATTENTE
CONT000869,"40""",DRY,CLIENT025,,28662.460513899012,LIBERE
CONT000870,"20""",DRY,CLIENT025,CLIENT032,26443.618314125117,EN_ATTENTE
CONT000871,"40""",DRY,CLIENT028,,19348.98137663038,LIBERE
CONT000872,"45""",DRY,CLIENT003,,19235.030026735265,LIBERE
CONT000873,"40""",REEFER,CLIENT022,,25360.184306418723,LIBERE
CONT000874,"20""",DRY,CLIENT028,,23938.955150494243,LIBERE
CONT000875,"20""",FLATRACK,CLIENT040,CLIENT012,6276.5773263678275,LIBERE
CONT000876,"20""",REEFER,CLIENT036,,9418.844967661495,LIBERE
CONT000877,"20""",DRY,CLIENT008,,27430.181447088184,LIBERE
CONT000878,"40""",OPENTOP,CLIENT029,,17263.480055308173,LIBERE
CONT000879,"20""",DRY,CLIENT048,,10249.202020961986,LIBERE
CONT000880,"20""",DRY,CLIENT002,,30191.894255096584,LIBERE
CONT000881,"40""",DRY,CLIENT004,CLIENT021,31001.308748694148,EN_ATTENTE
CONT000882,"20""",DRY,CLIENT010,CLIENT016,22684.193189573005,LIBERE
CONT000883,"45""",DRY,CLIENT040,CLIENT009,25952.11944962529,LIBERE
CONT000884,"20""",DRY,CLIENT013,,27246.093606425173,LIBERE
CONT000885,"20""",REEFER,CLIENT015,,12176.952664768793,LIBERE
CONT000886,"20""",DRY,CLIENT038,CLIENT039,27234.36250401349,LIBERE
CONT000887,"40""",FLATRACK,CLIENT022,,10240.406191308193,LIBERE
CONT000888,"40""",DRY,CLIENT015,,26121.082021453964,EN_ATTENTE
CONT000889,"40""",DRY,CLIENT018,,18141.63151384767,LIBERE
CONT000890,"20""",DRY,CLIENT012,,21452.794987862268,LIBERE
CONT000891,"40""",DRY,CLIENT009,,18989.252369619557,LIBERE
CONT000892,"40""",DRY,CLIENT028,,23021.59644121868,LIBERE
CONT000893,"20""",OPENTOP,CLIENT025,,7456.589072457699,LIBERE
CONT000894,"40""",TANK,CLIENT012,CLIENT049,26607.966056696194,LIBERE
CONT000895,"40""",FLATRACK,CLIENT047,CLIENT009,12675.792351742648,LIBERE
CONT000896,"40""",OPENTOP,CLIENT012,CLIENT020,28463.613775584297,LIBERE
CONT000897,"40""",DRY,CLIENT047,CLIENT022,28875.777470173914,LIBERE
CONT000898,"40""",DRY,CLIENT049,,27765.200429261793,EN_ATTENTE
CONT000899,"40""",DRY,CLIENT029,,24070.771239036265,EN_ATTENTE
CONT000900,"40""",DRY,CLIENT003,,12929.996949496664,LIBERE
CONT000901,"40""",DRY,CLIENT001,,24527.706427789984,LIBERE
CONT000902,"20""",REEFER,CLIENT046,CLIENT043,27098.04986012059,EN_ATTENTE
CONT000903,"45""",DRY,CLIENT010,,9879.322296037953,BLOQUE
CONT000904,"20""",DRY,CLIENT022,,29277.778295103562,LIBERE
CONT000905,"40""",DRY,CLIENT026,,18534.292281206763,LIBERE
CONT000906,"40""",DRY,CLIENT005,CLIENT038,27861.95155587838,LIBERE
CONT000907,"20""",DRY,CLIENT008,CLIENT026,13166.936188056552,LIBERE
CONT000908,"20""",DRY,CLIENT028,,26257.36804470256,LIBERE
CONT000909,"40""",DRY,CLIENT038,,22582.192580767314,LIBERE
CONT000910,"40""",TANK,CLIENT045,CLIENT049,10163.499248535538,LIBERE
CONT000911,"20""",OPENTOP,CLIENT001,,24303.01399668383,LIBERE
CONT000912,"20""",DRY,CLIENT045,,28698.265758623358,LIBERE
CONT000913,"20""",DRY,CLIENT047,,24553.829228892755,LIBERE
CONT000914,"20""",TANK,CLIENT005,,11887.288065061557,LIBERE
CONT000915,"20""",REEFER,CLIENT009,,27367.35949517614,LIBERE
CONT000916,"40""",DRY,CLIENT035,,23661.794545506033,LIBERE
CONT000917,"40""",OPENTOP,CLIENT045,,9877.122315533921,EN_ATTENTE
CONT000918,"45""",DRY,CLIENT014,CLIENT023,9863.47840747187,LIBERE
CONT000919,"20""",OPENTOP,CLIENT029,,10465.058903391793,LIBERE
CONT000920,"20""",DRY,CLIENT026,,23125.889716890968,LIBERE
CONT000921,"40""",OPENTOP,CLIENT012,,21967.4830589213,LIBERE
CONT000922,"20""",DRY,CLIENT012,,27279.520975853513,LIBERE
CONT000923,"40""",DRY,CLIENT038,,24516.88164992555,LIBERE
CONT000924,"20""",DRY,CLIENT009,CLIENT019,22920.165360263207,LIBERE
CONT000925,"40""",OPENTOP,CLIENT017,,8993.348943219826,LIBERE
CONT000926,"20""",REEFER,CLIENT038,,21237.823813234827,EN_ATTENTE
CONT000927,"40""",OPENTOP,CLIENT050,CLIENT036,8688.990514408892,LIBERE
CONT000928,"20""",REEFER,CLIENT033,,11007.632327017327,LIBERE
CONT000929,"20""",TANK,CLIENT046,CLIENT031,29464.769350543847,EN_ATTENTE
CONT000930,"20""",DRY,CLIENT008,CLIENT007,34148.10100858044,LIBERE
CONT000931,"40""",DRY,CLIENT007,,28563.560144306655,EN_ATTENTE
CONT000932,"20""",FLATRACK,CLIENT026,,6350.549375824248,LIBERE
CONT000933,"40""",DRY,CLIENT040,,20238.418096306013,LIBERE
CONT000934,"20""",OPENTOP,CLIENT007,CLIENT044,21615.024307707343,LIBERE
CONT000935,"20""",TANK,CLIENT005,,29501.992941975317,LIBERE
CONT000936,"40""",DRY,CLIENT011,CLIENT017,27256.12659659254,LIBERE
CONT000937,"40""",DRY,CLIENT049,,7030.130376966678,LIBERE
CONT000938,"20""",REEFER,CLIENT010,,10426.655591212044,LIBERE
CONT000939,"40""",REEFER,CLIENT003,,26418.755118307505,EN_ATTENTE
CONT000940,"20""",REEFER,CLIENT008,,9036.379977297753,LIBERE
CONT000941,"40""",FLATRACK,CLIENT047,CLIENT023,22910.452271170547,LIBERE
CONT000942,"20""",DRY,CLIENT049,,14870.960634443116,LIBERE
CONT000943,"40""",DRY,CLIENT012,,18597.722144987667,LIBERE
CONT000944,"40""",TANK,CLIENT028,,25947.399106105404,LIBERE
CONT000945,"40""",DRY,CLIENT021,,25062.49660953625,LIBERE
CONT000946,"20""",DRY,CLIENT012,CLIENT035,20605.209167000306,LIBERE
CONT000947,"45""",DRY,CLIENT049,,13323.921455097738,LIBERE
CONT000948,"40""",REEFER,CLIENT050,CLIENT013,21334.219014450016,EN_ATTENTE
CONT000949,"40""",REEFER,CLIENT036,,13102.859520629132,LIBERE
CONT000950,"20""",DRY,CLIENT012,CLIENT017,12444.268259394828,LIBERE
CONT000951,"40""",DRY,CLIENT026,CLIENT016,23809.44781843973,LIBERE
CONT000952,"20""",REEFER,CLIENT020,,25230.01373626637,LIBERE
CONT000953,"20""",DRY,CLIENT019,,26157.22961262786,LIBERE
CONT000954,"40""",REEFER,CLIENT015,CLIENT016,28232.447688628854,LIBERE
CONT000955,"20""",DRY,CLIENT017,CLIENT024,20418.629497181377,LIBERE
CONT000956,"20""",DRY,CLIENT024,,16066.328403316487,EN_ATTENTE
CONT000957,"45""",DRY,CLIENT001,,20691.48464871871,LIBERE
CONT000958,"20""",DRY,CLIENT005,,12090.094437492247,LIBERE
CONT000959,"20""",DRY,CLIENT011,,10116.798281746484,LIBERE
CONT000960,"45""",DRY,CLIENT012,CLIENT016,23559.80563038962,LIBERE
CONT000961,"40""",TANK,CLIENT049,,31384.82693044094,LIBERE
CONT000962,"20""",DRY,CLIENT038,CLIENT007,26690.11740550854,LIBERE
CONT000963,"40""",DRY,CLIENT048,,26692.76438142957,LIBERE
CONT000964,"40""",REEFER,CLIENT009,CLIENT050,20310.372117318006,LIBERE
CONT000965,"40""",OPENTOP,CLIENT026,,33805.94062433687,LIBERE
CONT000966,"20""",DRY,CLIENT010,,24998.431636941128,LIBERE
CONT000967,"40""",DRY,CLIENT023,,23192.68616653007,LIBERE
CONT000968,"45""",DRY,CLIENT005,CLIENT026,27082.230190507264,LIBERE
CONT000969,"40""",DRY,CLIENT016,,12588.394377071721,LIBERE
CONT000970,"20""",DRY,CLIENT029,CLIENT047,9287.795130792,EN_ATTENTE
CONT000971,"20""",DRY,CLIENT005,,19539.181836409552,LIBERE
CONT000972,"40""",OPENTOP,CLIENT038,,29173.756631624412,EN_ATTENTE
CONT000973,"40""",REEFER,CLIENT045,CLIENT049,16198.78393543738,LIBERE
CONT000974,"20""",REEFER,CLIENT016,CLIENT011,18289.361257574426,LIBERE
CONT000975,"20""",FLATRACK,CLIENT013,,19868.15396167054,LIBERE
CONT000976,"20""",OPENTOP,CLIENT049,CLIENT034,15690.001718157451,LIBERE
CONT000977,"40""",FLATRACK,CLIENT050,,10441.81088452162,LIBERE
CONT000978,"45""",DRY,CLIENT004,,10977.27636796176,LIBERE
CONT000979,"20""",DRY,CLIENT041,,27290.840573943493,BLOQUE
CONT000980,"40""",DRY,CLIENT037,,9060.83632584958,LIBERE
CONT000981,"20""",OPENTOP,CLIENT026,CLIENT023,16030.537510660548,LIBERE
CONT000982,"40""",DRY,CLIENT015,,18222.762484438554,LIBERE
CONT000983,"40""",FLATRACK,CLIENT012,CLIENT031,27002.406932531645,LIBERE
CONT000984,"40""",DRY,CLIENT030,,25655.325931079242,LIBERE
CONT000985,"40""",DRY,CLIENT040,,23600.94828811497,LIBERE
CONT000986,"40""",DRY,CLIENT009,CLIENT027,9106.386615269426,LIBERE
CONT000987,"40""",DRY,CLIENT036,,12637.722091896645,LIBERE
CONT000988,"40""",DRY,CLIENT048,,30134.93131659866,LIBERE
CONT000989,"40""",FLATRACK,CLIENT050,,17115.017589045012,LIBERE
CONT000990,"20""",DRY,CLIENT038,,20985.877780245788,LIBERE
CONT000991,"20""",FLATRACK,CLIENT026,CLIENT009,27527.946209179372,EN_ATTENTE
CONT000992,"20""",DRY,CLIENT038,CLIENT006,16467.339324984867,LIBERE
CONT000993,"40""",OPENTOP,CLIENT024,,25977.408657766453,LIBERE
CONT000994,"40""",TANK,CLIENT018,CLIENT041,24505.77399380347,LIBERE
CONT000995,"40""",DRY,CLIENT029,,13307.926168500138,LIBERE
CONT000996,"45""",REEFER,CLIENT009,,12338.769573901573,LIBERE
CONT000997,"40""",TANK,CLIENT033,,21625.32990604724,LIBERE
CONT000998,"40""",DRY,CLIENT038,CLIENT024,22984.620054674848,LIBERE
CONT000999,"40""",FLATRACK,CLIENT003,,18536.873264238686,LIBERE
CONT001000,"20""",OPENTOP,CLIENT008,,22339.157184364052,EN_ATTENTE
CONT001001,"40""",DRY,CLIENT002,,26262.84422998312,EN_ATTENTE
CONT001002,"40""",OPENTOP,CLIENT041,,31922.660237969532,LIBERE
CONT001003,"40""",TANK,CLIENT017,CLIENT003,36362.17360223441,LIBERE
CONT001004,"40""",DRY,CLIENT032,,29445.185611399458,LIBERE
CONT001005,"20""",DRY,CLIENT022,,12422.94809883618,LIBERE
CONT001006,"40""",DRY,CLIENT022,,32943.13464021798,LIBERE
CONT001007,"20""",DRY,CLIENT026,,22611.772086979974,LIBERE
CONT001008,"20""",DRY,CLIENT033,CLIENT046,8234.593884079815,LIBERE
CONT001009,"20""",OPENTOP,CLIENT002,,12056.457149221795,LIBERE
CONT001010,"20""",DRY,CLIENT012,,19141.72826341219,LIBERE
CONT001011,"40""",DRY,CLIENT026,,12525.860336801772,LIBERE
CONT001012,"20""",FLATRACK,CLIENT040,CLIENT006,7989.823683372208,EN_ATTENTE
CONT001013,"20""",DRY,CLIENT046,,11725.801327472656,LIBERE
CONT001014,"40""",DRY,CLIENT009,CLIENT047,11757.364506403615,LIBERE
CONT001015,"45""",REEFER,CLIENT002,,14933.446649058602,LIBERE
CONT001016,"20""",REEFER,CLIENT026,,5683.059174479026,LIBERE
CONT001017,"40""",DRY,CLIENT045,CLIENT038,23193.447190163548,LIBERE
CONT001018,"20""",DRY,CLIENT045,CLIENT014,24679.079193555903,BLOQUE
CONT001019,"40""",REEFER,CLIENT017,,20377.1794281095,LIBERE
CONT001020,"20""",DRY,CLIENT029,,7207.202491213704,LIBERE
CONT001021,"40""",DRY,CLIENT014,,29077.50511222131,LIBERE
CONT001022,"20""",DRY,CLIENT045,CLIENT034,11855.734478007682,LIBERE
CONT001023,"45""",DRY,CLIENT047,CLIENT019,12135.668126999948,LIBERE
CONT001024,"20""",DRY,CLIENT012,,25255.989509405426,BLOQUE
CONT001025,"20""",OPENTOP,CLIENT032,,31104.10649406524,LIBERE
CONT001026,"40""",OPENTOP,CLIENT030,,20616.131093940778,EN_ATTENTE
CONT001027,"40""",DRY,CLIENT033,,9613.328796177353,LIBERE
CONT001028,"40""",DRY,CLIENT005,,13273.181813583038,LIBERE
CONT001029,"45""",DRY,CLIENT004,,20171.67598238396,LIBERE
CONT001030,"20""",FLATRACK,CLIENT035,,16887.499094702835,EN_ATTENTE
CONT001031,"45""",TANK,CLIENT031,CLIENT036,22091.08983303973,LIBERE
CONT001032,"40""",DRY,CLIENT026,CLIENT008,19130.600177955137,LIBERE
CONT001033,"40""",DRY,CLIENT042,,11689.706327129148,LIBERE
CONT001034,"40""",DRY,CLIENT005,CLIENT012,18804.736487366787,LIBERE
CONT001035,"20""",DRY,CLIENT049,CLIENT017,26654.25652307789,LIBERE
CONT001036,"40""",DRY,CLIENT014,,32255.00719065668,LIBERE
CONT001037,"40""",DRY,CLIENT003,CLIENT045,19442.098752432245,LIBERE
CONT001038,"40""",DRY,CLIENT004,,24820.872106467687,LIBERE
CONT001039,"20""",DRY,CLIENT044,,15799.611277471236,LIBERE
CONT001040,"20""",DRY,CLIENT019,,11903.158166851588,EN_ATTENTE
CONT001041,"20""",DRY,CLIENT036,,26163.93371470082,LIBERE
CONT001042,"40""",DRY,CLIENT040,CLIENT010,9729.70806895222,EN_ATTENTE
CONT001043,"20""",DRY,CLIENT043,,26145.373441028514,EN_ATTENTE
CONT001044,"40""",OPENTOP,CLIENT031,,15222.954038146683,LIBERE
CONT001045,"40""",FLATRACK,CLIENT047,,18649.69455643984,LIBERE
CONT001046,"20""",DRY,CLIENT025,,26434.779271508545,LIBERE
CONT001047,"40""",DRY,CLIENT009,,34601.83751072131,LIBERE
CONT001048,"20""",DRY,CLIENT026,CLIENT011,18885.52490222218,LIBERE
CONT001049,"20""",DRY,CLIENT020,CLIENT039,31197.920032207807,LIBERE
CONT001050,"40""",REEFER,CLIENT004,,10811.31096569472,LIBERE
CONT001051,"45""",DRY,CLIENT012,CLIENT008,18910.91625631437,LIBERE
CONT001052,"40""",FLATRACK,CLIENT016,,7561.667330580828,BLOQUE
CONT001053,"40""",DRY,CLIENT032,CLIENT034,26680.724815131143,LIBERE
CONT001054,"20""",DRY,CLIENT011,,23862.61870023296,EN_ATTENTE
CONT001055,"40""",REEFER,CLIENT049,CLIENT023,14346.390004594377,LIBERE
CONT001056,"20""",DRY,CLIENT016,CLIENT031,21045.503091662235,LIBERE
CONT001057,"45""",DRY,CLIENT026,,24104.53357491922,LIBERE
CONT001058,"40""",REEFER,CLIENT027,,26979.098905479615,BLOQUE
CONT001059,"20""",DRY,CLIENT004,,30973.81430938469,LIBERE
CONT001060,"20""",DRY,CLIENT041,CLIENT002,14683.941562721617,LIBERE
CONT001061,"40""",DRY,CLIENT042,,20828.38477254209,LIBERE
CONT001062,"20""",DRY,CLIENT019,,14292.089344718579,LIBERE
CONT001063,"45""",DRY,CLIENT034,CLIENT005,27107.730417682807,EN_ATTENTE
CONT001064,"20""",TANK,CLIENT004,,26334.09198147701,LIBERE
CONT001065,"20""",DRY,CLIENT021,,20050.21103723993,LIBERE
CONT001066,"20""",OPENTOP,CLIENT037,CLIENT017,11894.977169981292,EN_ATTENTE
CONT001067,"20""",OPENTOP,CLIENT046,CLIENT002,27040.264234183778,LIBERE
CONT001068,"40""",FLATRACK,CLIENT017,,27753.987861368318,LIBERE
CONT001069,"20""",DRY,CLIENT037,CLIENT049,25802.4481198674,LIBERE
CONT001070,"20""",OPENTOP,CLIENT014,,36062.65519698621,EN_ATTENTE
CONT001071,"20""",TANK,CLIENT048,,15578.205496249244,LIBERE
CONT001072,"40""",FLATRACK,CLIENT039,CLIENT016,8226.395532273336,LIBERE
CONT001073,"40""",DRY,CLIENT036,CLIENT023,30147.287407991786,LIBERE
CONT001074,"20""",OPENTOP,CLIENT030,,29361.576900142252,LIBERE
CONT001075,"20""",REEFER,CLIENT012,,30958.537485535326,LIBERE
CONT001076,"20""",OPENTOP,CLIENT046,,24581.41020075394,LIBERE
CONT001077,"20""",REEFER,CLIENT030,,37425.94958339446,LIBERE
CONT001078,"40""",OPENTOP,CLIENT014,,26323.8765548899,LIBERE
CONT001079,"20""",OPENTOP,CLIENT037,,31090.97355877128,LIBERE
CONT001080,"40""",REEFER,CLIENT022,,30286.841526891127,LIBERE
CONT001081,"40""",OPENTOP,CLIENT046,,15195.51589714316,LIBERE
CONT001082,"20""",FLATRACK,CLIENT020,,32263.083727430898,LIBERE
CONT001083,"40""",DRY,CLIENT024,,27120.334307592257,LIBERE
CONT001084,"20""",DRY,CLIENT047,,25197.235241203696,LIBERE
CONT001085,"40""",OPENTOP,CLIENT035,CLIENT026,41215.464847973664,LIBERE
CONT001086,"45""",DRY,CLIENT029,,36539.581253080556,LIBERE
CONT001087,"40""",DRY,CLIENT043,,16809.854712819917,LIBERE
CONT001088,"20""",OPENTOP,CLIENT048,CLIENT014,6640.87360393594,LIBERE
CONT001089,"40""",DRY,CLIENT013,,29290.070976510728,LIBERE
CONT001090,"20""",DRY,CLIENT018,CLIENT006,20859.018635173827,BLOQUE
CONT001091,"40""",FLATRACK,CLIENT039,CLIENT030,22710.758069087555,LIBERE
CONT001092,"40""",DRY,CLIENT002,,24203.188839270468,LIBERE
CONT001093,"45""",OPENTOP,CLIENT038,CLIENT029,21426.59661504784,LIBERE
CONT001094,"20""",REEFER,CLIENT005,,27606.39952506907,EN_ATTENTE
CONT001095,"40""",DRY,CLIENT034,,5468.804860671436,LIBERE
CONT001096,"40""",REEFER,CLIENT008,CLIENT041,25892.38331942695,LIBERE
CONT001097,"20""",TANK,CLIENT033,,15758.527903282451,LIBERE
CONT001098,"40""",REEFER,CLIENT042,,22758.876918499252,LIBERE
CONT001099,"40""",OPENTOP,CLIENT033,,26386.79230982338,LIBERE
CONT001100,"45""",OPENTOP,CLIENT049,,24888.605104081435,LIBERE
CONT001101,"40""",TANK,CLIENT011,,9073.901918165251,LIBERE
CONT001102,"40""",DRY,CLIENT038,,31517.539659673796,EN_ATTENTE
CONT001103,"20""",OPENTOP,CLIENT041,,21089.982537444816,LIBERE
CONT001104,"20""",DRY,CLIENT037,,9720.89064755914,LIBERE
CONT001105,"40""",DRY,CLIENT020,,14622.059954607334,LIBERE
CONT001106,"45""",DRY,CLIENT001,,24569.651536045534,LIBERE
CONT001107,"20""",DRY,CLIENT050,,27321.84931773287,LIBERE
CONT001108,"40""",DRY,CLIENT050,CLIENT043,22247.24034145756,LIBERE
CONT001109,"45""",DRY,CLIENT029,CLIENT031,25905.313713855412,LIBERE
CONT001110,"45""",DRY,CLIENT002,,31516.39018658032,EN_ATTENTE
CONT001111,"20""",OPENTOP,CLIENT045,CLIENT039,25039.40092347364,LIBERE
CONT001112,"45""",FLATRACK,CLIENT024,CLIENT044,11023.166843554489,EN_ATTENTE
CONT001113,"40""",DRY,CLIENT041,,20033.206502090245,LIBERE
CONT001114,"20""",DRY,CLIENT049,,19920.605865050107,LIBERE
CONT001115,"40""",DRY,CLIENT016,CLIENT019,25173.568743762808,LIBERE
CONT001116,"40""",DRY,CLIENT036,,6094.487359685839,LIBERE
CONT001117,"40""",DRY,CLIENT016,,18677.507965225173,LIBERE
CONT001118,"20""",TANK,CLIENT031,CLIENT023,16034.467737327115,BLOQUE
CONT001119,"20""",DRY,CLIENT008,,23011.60153192698,EN_ATTENTE
CONT001120,"20""",OPENTOP,CLIENT021,,8447.908325332322,LIBERE
CONT001121,"45""",DRY,CLIENT019,,21649.423997728834,LIBERE
CONT001122,"20""",DRY,CLIENT007,CLIENT011,30858.589573580797,EN_ATTENTE
CONT001123,"45""",OPENTOP,CLIENT011,,15545.673278879884,LIBERE
CONT001124,"20""",DRY,CLIENT049,CLIENT042,27404.540463744477,LIBERE
CONT001125,"20""",DRY,CLIENT008,CLIENT010,31188.26878755999,LIBERE
CONT001126,"20""",DRY,CLIENT025,,13139.302908122689,LIBERE
CONT001127,"20""",DRY,CLIENT015,CLIENT002,33043.904278671864,LIBERE
CONT001128,"40""",DRY,CLIENT046,,14484.689070553868,LIBERE
CONT001129,"40""",DRY,CLIENT007,CLIENT006,31480.315308906982,LIBERE
CONT001130,"40""",DRY,CLIENT005,,19464.21591598774,LIBERE
CONT001131,"40""",DRY,CLIENT022,,21380.048341286954,LIBERE
CONT001132,"20""",DRY,CLIENT031,,24023.04824411488,EN_ATTENTE
CONT001133,"20""",DRY,CLIENT029,,10884.426353164003,EN_ATTENTE
CONT001134,"20""",TANK,CLIENT005,CLIENT039,21357.691891598286,LIBERE
CONT001135,"40""",DRY,CLIENT006,,12419.661698517382,LIBERE
CONT001136,"20""",DRY,CLIENT012,,14988.354644733387,EN_ATTENTE
CONT001137,"20""",DRY,CLIENT050,,21303.14296270482,BLOQUE
CONT001138,"40""",DRY,CLIENT029,,15575.69800324072,EN_ATTENTE
CONT001139,"20""",DRY,CLIENT050,CLIENT045,17336.497200550344,LIBERE
CONT001140,"45""",DRY,CLIENT004,,24018.596743060316,LIBERE
CONT001141,"45""",DRY,CLIENT008,,14019.360894500267,EN_ATTENTE
CONT001142,"40""",OPENTOP,CLIENT008,CLIENT049,24189.38012260071,EN_ATTENTE
CONT001143,"20""",DRY,CLIENT048,,10820.841728815798,LIBERE
CONT001144,"45""",DRY,CLIENT017,,30008.1591260428,LIBERE
CONT001145,"40""",OPENTOP,CLIENT035,,22219.406266196096,LIBERE
CONT001146,"40""",DRY,CLIENT011,,24349.6985322319,LIBERE
CONT001147,"20""",DRY,CLIENT015,,27929.521005823244,LIBERE
CONT001148,"20""",DRY,CLIENT036,,21316.14932026189,LIBERE
CONT001149,"40""",DRY,CLIENT041,CLIENT008,11737.694013668457,LIBERE
CONT001150,"40""",DRY,CLIENT006,,13644.958882663495,LIBERE
CONT001151,"20""",DRY,CLIENT037,,23686.702398419162,LIBERE
CONT001152,"20""",TANK,CLIENT026,CLIENT027,10990.839163766592,LIBERE
CONT001153,"40""",OPENTOP,CLIENT010,,19103.154391836913,LIBERE
CONT001154,"40""",REEFER,CLIENT011,,12516.763159233113,LIBERE
CONT001155,"45""",DRY,CLIENT001,,15748.514702118477,LIBERE
CONT001156,"40""",DRY,CLIENT043,,18336.113012601752,LIBERE
CONT001157,"40""",DRY,CLIENT036,,22015.12856639463,EN_ATTENTE
CONT001158,"20""",OPENTOP,CLIENT010,CLIENT031,4829.0868975916865,LIBERE
CONT001159,"40""",OPENTOP,CLIENT010,,11160.020094376561,LIBERE
CONT001160,"40""",DRY,CLIENT047,CLIENT033,18604.84631890107,LIBERE
CONT001161,"20""",DRY,CLIENT038,,11721.167380159235,LIBERE
CONT001162,"40""",REEFER,CLIENT041,CLIENT043,11281.49423393475,LIBERE
CONT001163,"45""",REEFER,CLIENT049,,25246.541657601112,LIBERE
CONT001164,"20""",REEFER,CLIENT040,,28844.198379844485,LIBERE
CONT001165,"20""",DRY,CLIENT044,,35076.3755523032,LIBERE
CONT001166,"20""",DRY,CLIENT031,,31453.222304612736,BLOQUE
CONT001167,"40""",FLATRACK,CLIENT024,,13518.722967917778,LIBERE
CONT001168,"40""",DRY,CLIENT001,,32236.528496959032,LIBERE
CONT001169,"40""",DRY,CLIENT037,,26214.410065751374,LIBERE
CONT001170,"40""",DRY,CLIENT003,,14589.506484055064,LIBERE
CONT001171,"40""",REEFER,CLIENT015,,16554.08481016369,LIBERE
CONT001172,"20""",FLATRACK,CLIENT034,,10586.208777892442,EN_ATTENTE
CONT001173,"40""",DRY,CLIENT013,,14610.940900719015,EN_ATTENTE
CONT001174,"20""",DRY,CLIENT014,,23398.51097731679,LIBERE
